listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL,dateUpdated
Room And Parlor Self Contain,300000,1,1,2,Freedom Estate Igbogbo,Ikorodu,Lagos,ServicedNewly Built,07010568925,22,https://www.propertypro.ng/property/1-bedroom-house-for-rent-freedom-estate-igbogbo-ikorodu-lagos-6GRQQ,30 May 2022
4 Bedroom Terrace Duplex,16000000,4,4,5,Banana Island,Ikoyi,Lagos,ServicedNewly Built,08139265236,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-7GRRN,30 May 2022
2 Bedroom Apartment,250000,3,2,3,Freedom Estate Igbogbo,Ikorodu,Lagos,ServicedNewly Built,07010568925,4,https://www.propertypro.ng/property/2-bedroom-house-for-rent-freedom-estate-igbogbo-ikorodu-lagos-5GSWB,07 Jun 2022
Standard 5 Bedroom,7000000,5,5,6,unstated,Wuye,Abuja,ServicedNewly Built,08160442385,20,https://www.propertypro.ng/property/5-bedroom-house-for-rent-wuye-abuja-2GSVZ,07 Jun 2022
Fully Furnished 3 Bedroom Semi Detached Duplex,3000000,3,3,4,Lekki Palm City Estate,Ajah,Lagos,Serviced,09034504273,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-palm-city-estate-ajah-lagos-9GVAW,20 Jun 2022
4 Bedroom Semi Detached Duplex,4500000,4,4,5,Orchid Ikota,Lekki,Lagos,Serviced,09168011083,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-ikota-lekki-lagos-3GTUS,12 Jun 2022
4 Bedroom Terraced Duplex,8000000,4,4,5,Off Ahmadu Bello Way Victoria,Island,Lagos,old,08059149400,30,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-ahmadu-bello-way-victoria-island-lagos-4GVCB,20 Jun 2022
Luxury 5bedroom Apartment,120000000,5,5,6,Thomas Estate,Ajah,Lagos,Newly Built,09041150803,6,https://www.propertypro.ng/property/5-bedroom-house-for-rent-thomas-estate-ajah-lagos-9GMUV,04 May 2022
2 Bedroom Flat,1600000,1,2,3,Ajah Lekki Phase 2,Lekki,Lagos,Newly Built,09168011083,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ajah-lekki-phase-2-lekki-lagos-1GPXZ,18 May 2022
4 Bedroom Terrace,10000000,4,4,5,Lekki Phase 1,Lekki,Lagos,Newly Built,09168011083,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-3GQAJ,19 May 2022
Shared Apartment,800000,1,1,1,Bera Estate Chevron Chevron,Lekki,Lagos,old,09013619321,4,https://www.propertypro.ng/property/1-bedroom-house-for-rent-bera-estate-chevron-chevron-lekki-lagos-1GVMP,22 Jun 2022
Shared Apartment,700000,1,1,1,Bera Estate Chevron,Lekki,Lagos,old,09013619321,3,https://www.propertypro.ng/property/1-bedroom-house-for-rent-bera-estate-chevron-lekki-lagos-0GVMP,22 Jun 2022
Service 2bedroom Flat,3000000,2,2,3,Off Admiralty Way Lekki Phase 1 Lekki Phase 1,Lekki,Lagos,old,08033842143,13,https://www.propertypro.ng/property/2-bedroom-house-for-rent-off-admiralty-way-lekki-phase-1-lekki-phase-1-lekki-lagos-1GQWQ,24 May 2022
Decent 3 Bedroom Flat,1800000,3,3,4,Magodo Gra Phase 1,Ojodu,Lagos,old,08138805351,20,https://www.propertypro.ng/property/3-bedroom-house-for-rent-magodo-gra-phase-1-ojodu-lagos-9GVMH,22 Jun 2022
Tastefully 4 Bedroom Duplex,5000000,4,4,5,Off Shoprite Road Osapa London,Lekki,Lagos,old,08164968133,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-shoprite-road-osapa-london-lekki-lagos-5GVMG,22 Jun 2022
Tastefully 4 Bedroom Duplex,6000000,4,4,5,Off Kusenla Road Ikate,Lekki,Lagos,old,08164968133,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-kusenla-road-ikate-lekki-lagos-3GVMF,22 Jun 2022
5 Bedroom Terrace Duplex,7500000,5,5,1,Guzape,Guzape,Abuja,old,09124604075,8,https://www.propertypro.ng/property/5-bedroom-house-for-rent-guzape-guzape-abuja-9GVMD,22 Jun 2022
2 Bedroom Flat,1500000,2,2,3,River Valley Estate Via Berger. Berger,Ojodu,Lagos,old,08167383898,5,https://www.propertypro.ng/property/2-bedroom-house-for-rent-river-valley-estate-via-berger-berger-ojodu-lagos-3GVLW,22 Jun 2022
4 Bedroom Detached Townhouse,12000000,4,4,5,Lekki Phase 1,Lekki,Lagos,old,08024025048,17,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-4GVLT,22 Jun 2022
5 Bedroom Detached House,7500000,6,5,6,Lekki Phase 1,Lekki,Lagos,old,08027725974,5,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-4GVLS,22 Jun 2022
"Executive Newly Built (mini Flat 1m), (2bedrooms Flat 2m) (3bedrooms Flat 2.5m) For Rent At Ogba Off College Road.",2000000,2,2,3,Ogba Off College Road. Aguda(ogba),Ogba,Lagos,old,08167383898,14,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ogba-off-college-road-agudaogba-ogba-lagos-7GVLH,22 Jun 2022
3 Bedroom Duplex,5500000,3,3,1,Katampe Extension Katampe,Ext,Abuja,old,09124604075,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-katampe-extension-katampe-ext-abuja-4GVLQ,22 Jun 2022
2 Bedroom Flat,550000,2,2,2,Ojodu Off Grammar School. Berger,Ojodu,Lagos,old,08167383898,6,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ojodu-off-grammar-school-berger-ojodu-lagos-9GVLP,22 Jun 2022
5 Bedroom Detached Duplex For Rent,7000000,5,5,6,Chevron,Lekki,Lagos,old,08024025048,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-chevron-lekki-lagos-1GVLL,22 Jun 2022
Newly Built 5 Bedroom Fully Detached Duplex,10000000,5,5,6,Lekki Phase 1 Right Hand Side Lekki Phase 1,Lekki,Lagos,old,07031876847,16,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-right-hand-side-lekki-phase-1-lekki-lagos-2GUZV,20 Jun 2022
4 Bedroom Terrace House,6000000,4,4,5,Ikate Elegushi Inside Gated Estate Lekki Phase 1 Ikate,Lekki,Lagos,old,07031876847,22,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-elegushi-inside-gated-estate-lekki-phase-1-ikate-lekki-lagos-3GVBB,20 Jun 2022
3 Bedroom Terrace Duplex,5500000,3,3,4,Off Admiralty Way Lekki Phase 1,Lekki,Lagos,old,07031876847,16,https://www.propertypro.ng/property/3-bedroom-house-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-7GVBQ,20 Jun 2022
5 Bedroom Detached House,5000000,5,5,6,Idado,Lekki,Lagos,old,09085096183,14,https://www.propertypro.ng/property/5-bedroom-house-for-rent-idado-lekki-lagos-2GUKL,16 Jun 2022
4bedroom Duplex With Bq,3500000,4,4,5,Thomas Estate Thomas Estate,Ajah,Lagos,Serviced,09045982770,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-thomas-estate-thomas-estate-ajah-lagos-2GVKJ,22 Jun 2022
Newly Built 4 Bedroom Terace Duplex With Bq,5000000,4,4,5,Ogudu Gra,Ogudu,Lagos,Serviced,08142223792,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ogudu-gra-ogudu-lagos-6GVKV,22 Jun 2022
Newly Built 2bed At P And T Estate Ipaja Road Lagos Pop Ceiling All Round Tiles And More,1200000,3,2,3,P And T Estate Ipaja Road Lagos Ipaja Road,Ipaja,Lagos,Serviced,07064937423,9,https://www.propertypro.ng/property/2-bedroom-house-for-rent-p-and-t-estate-ipaja-road-lagos-ipaja-road-ipaja-lagos-3GVKJ,22 Jun 2022
2 Bedroom Flat In A Good Location,350000,2,2,2,Omolayo Estate Akobo,Ibadan,Oyo,Serviced,08149249272,5,https://www.propertypro.ng/property/2-bedroom-house-for-rent-omolayo-estate-akobo-ibadan-oyo-5GVJY,22 Jun 2022
3 Bedroom Apartment At Serene Environment,550000,3,3,4,Akuru Akala Express,Ibadan,Oyo,Serviced,08148211572,8,https://www.propertypro.ng/property/3-bedroom-house-for-rent-akuru-akala-express-ibadan-oyo-9GVJX,22 Jun 2022
4 Bedroom Bungalow,1900000, ,4, ,Obawole Ogba Ifakl Ijaiye,Iju,Lagos,Serviced,08133419582,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-obawole-ogba-ifakl-ijaiye-iju-lagos-7GSRA,06 Jun 2022
2 Bedroom Flat,1600000,3,2,3,Sangotedo,Ajah,Lagos,old,09053588424,5,https://www.propertypro.ng/property/2-bedroom-house-for-rent-sangotedo-ajah-lagos-5GVGF,21 Jun 2022
5 Bedroom Fully Detached House,8000000,5,5,6,Lekki Phase 1,Lekki,Lagos,old,07030444906,13,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-6GVGE,21 Jun 2022
Spacious 5 Bedroom Duplex,5000000,5,4,6,Oral Estate,Lekki,Lagos,old,08080564797,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oral-estate-lekki-lagos-9GVFY,21 Jun 2022
3 Bedroom Flat,1400000,3,3,4,Moba Ilaje,Ajah,Lagos,old,08136670481,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-moba-ilaje-ajah-lagos-5GVFV,21 Jun 2022
Spacious 4 Bedroom Duplex,12000000,4,4,5,Off Admiralty Way Lekki Phase 1,Lekki,Lagos,old,08133194443,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-2GVFP,21 Jun 2022
Brand New 2 Bedroom Flat,1100000,2,2,3,Canal Estate Ago Palace,Okota,Lagos,old,08093708615,1,https://www.propertypro.ng/property/2-bedroom-house-for-rent-canal-estate-ago-palace-okota-lagos-3GVEK,21 Jun 2022
Newly Built 3 Bedroom Bungalow,1700000,5,4,5,Estate Behind Amac Market,Lugbe,Abuja,old,08066627552,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-estate-behind-amac-market-lugbe-abuja-4GVDZ,21 Jun 2022
3 Bedroom Flat,6000000,3,3,4,Brown Estate Lekki Phase 1,Lekki,Lagos,old,07016328119,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-brown-estate-lekki-phase-1-lekki-lagos-2GVDZ,21 Jun 2022
Newly Built 3 Bedroom Apartment,3000000,4,3,4,Omole Phase 1,Ojodu,Lagos,Serviced,08138805351,3,https://www.propertypro.ng/property/3-bedroom-house-for-rent-omole-phase-1-ojodu-lagos-9GVCZ,21 Jun 2022
Brand New 4 Bedroom Semi Detached House,5500000,4,4,5,Oral Estate Extension Oral Estate,Lekki,Lagos,Serviced,08177400441,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oral-estate-extension-oral-estate-lekki-lagos-2GUCR,14 Jun 2022
Serviced 4 Bedroom Terrace House,3500000,4,4,5,Osapa London,Lekki,Lagos,Serviced,08177400441,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-9GLYV,26 Apr 2022
Luxury 4 Bedroom Penthouse,20000000,5,4,4,Old Ikoyi,Ikoyi,Lagos,Serviced,07061423237,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-5GGZW,26 Mar 2022
Luxury 4 Bedroom Semi Detached Duplex,16000000,4,4,5,unstated,Ikoyi,Lagos,Serviced,07061423237,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikoyi-lagos-6GRTF,30 May 2022
4 Bedroom Detached Duplex,18000000,4,4,5,unstated,Ikoyi,Lagos,Serviced,07061423237,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikoyi-lagos-7GRVH,31 May 2022
Newly Built 3 Bedroom Apartment,500000,3,3,4,"Akinpade Iyana Olopa, Akobo",Ibadan,Oyo,Serviced,09026318426,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-akinpade-iyana-olopa-akobo-ibadan-oyo-2GVCV,21 Jun 2022
Newly Built 4 Bedroom Semi Detached Duplex,3400000,4,4,4,Thomas Estate,Ajah,Lagos,Serviced,08060283193,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-thomas-estate-ajah-lagos-0GVCT,21 Jun 2022
Brand New 4 Bedroom Terrace Duplex,6500000,4,4,5,unstated,Jahi,Abuja,Serviced,08106600637,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jahi-abuja-0GVCR,21 Jun 2022
Newly Built 2 Bedroom Bungalow,500000,2,2,3,Okegun Axis Ikegun Ibeju,Ibeju-Lekki,Lagos,Serviced,09014004443,4,https://www.propertypro.ng/property/2-bedroom-house-for-rent-okegun-axis-ikegun-ibeju-lekki-lagos-8GVCA,20 Jun 2022
The Perfect 3 Bedroom Terrace House With A Spacious Bq,2200000,4,4,5,Lekki Scheme 2,Ajah,Lagos,Serviced,08177400441,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-scheme-2-ajah-lagos-1GPKP,15 May 2022
Newly Built 4 Bedroom Fully Detached Penthouse,5000000,4,4,5,Emmanuel Mbaka Boulevard Lugbe,Lugbe,Abuja,Serviced,08039220606,22,https://www.propertypro.ng/property/4-bedroom-house-for-rent-emmanuel-mbaka-boulevard-lugbe-lugbe-abuja-0GVBQ,20 Jun 2022
4 Bedroom Duplex,25000000,4,4,5,Nice Location At Maitama,Maitama,Abuja,Serviced,08030986639,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-nice-location-at-maitama-maitama-abuja-1GVBG,20 Jun 2022
2 Bedroom Bungalow,2200000,3,2,3,Ologolo,Lekki,Lagos,Serviced,08027725974,6,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ologolo-lekki-lagos-5GVBF,20 Jun 2022
Newly Built 4 Bedroom Terrace Duplex,4000000,4,4,4,Orchid/ 2nd Lekki Toll Gate Agungi,Lekki,Lagos,Serviced,08060283193,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-2nd-lekki-toll-gate-agungi-lekki-lagos-4GVAZ,20 Jun 2022
Newly Built 3 Bedroom Semi Detached Duplex,3500000,3,3,3,Ikota G.r.a/ Ikota Villa Ikota,Lekki,Lagos,Serviced,08060283193,8,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ikota-gra-ikota-villa-ikota-lekki-lagos-7GVAY,20 Jun 2022
Tastefully Built 2 Bedroom Apartment,600000,2,2,3,Jankata Off Kuola Akala Express,Ibadan,Oyo,Newly Built,08148211572,10,https://www.propertypro.ng/property/2-bedroom-house-for-rent-jankata-off-kuola-akala-express-ibadan-oyo-6GSYX,08 Jun 2022
2 Bedroom Apartment,500000,2,2,3,Kasumu Estate Akala Express,Ibadan,Oyo,Newly Built,08148211572,5,https://www.propertypro.ng/property/2-bedroom-house-for-rent-kasumu-estate-akala-express-ibadan-oyo-7GUQM,17 Jun 2022
4 Bedroom Duplex,1800000,4,4,5,Abijo,Ajah,Lagos,Newly Built,08153985682,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-abijo-ajah-lagos-7GUBH,14 Jun 2022
4 Bedroom Apartment,1000000,4,4,5,Bovas Oluyole Oluyole Estate,Ibadan,Oyo,Newly Built,08148211572,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-bovas-oluyole-oluyole-estate-ibadan-oyo-0GUQN,17 Jun 2022
4 Bedroom Semi Detached Duplex,6000000,4,4,5,Ikota,Lekki,Lagos,Newly Built,09131636829,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-0GUXX,20 Jun 2022
2 Bedroom Flat,700000,1,2,1,Lawanson,Surulere,Lagos,Newly Built,07046112596,11,https://www.propertypro.ng/property/2-bedroom-house-for-rent-lawanson-surulere-lagos-2GUXU,20 Jun 2022
3 Bedroom Semi Detached Bungalow,2500000,4,3,4,Mayfair Gardens Awoyaya,Ajah,Lagos,Newly Built,07046112596,8,https://www.propertypro.ng/property/3-bedroom-house-for-rent-mayfair-gardens-awoyaya-ajah-lagos-0GUXC,20 Jun 2022
4 Bedroom Semi Detached Duplex,6500000,4,4,4,Chevron,Lekki,Lagos,Newly Built,08160772746,15,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-5GUWW,20 Jun 2022
Luxury 4 Bedroom Detached House,45000000,4,4,5,Banana Island,Ikoyi,Lagos,Newly Built,08117340933,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-6GUWN,20 Jun 2022
Standard 9 Bedroom Detached Duplex,15000000,1,9,1,unstated,Gwarinpa,Abuja,Newly Built,08111113467,10,https://www.propertypro.ng/property/9-bedroom-house-for-rent-gwarinpa-abuja-9GUWK,20 Jun 2022
A Serviced 4 Bedroom Terrace Duplex With 1room Bq,6000000,4,4,5,Katampe Extension District (diplomatic Zone) Katampe,Ext,Abuja,Newly Built,08106600637,22,https://www.propertypro.ng/property/4-bedroom-house-for-rent-katampe-extension-district-diplomatic-zone-katampe-ext-abuja-3GUWF,20 Jun 2022
Brand New 4 Bedroom Terrace Duplex,6500000,4,4,5,unstated,Jahi,Abuja,Newly Built,08106600637,19,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jahi-abuja-0GUWF,20 Jun 2022
4 Bedroom Duplex,4000000,4,4,4,Ogudu Gra,Ogudu,Lagos,Newly Built,07030572180,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ogudu-gra-ogudu-lagos-0GTPH,11 Jun 2022
4 Bedroom Semi Detached Duplex,15000000,4,4,5,Jahi District,Jahi,Abuja,Newly Built,08106600637,23,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jahi-district-jahi-abuja-4GUWD,20 Jun 2022
Lovely 4 Bedroom Terrace,4000000,5,4,5,Eletu Osapa London,Lekki,Lagos,Newly Built,09081104133,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-eletu-osapa-london-lekki-lagos-6GMMW,01 May 2022
Fantastic 3 Bedroom Flat,1200000,3,3,3,Ayetooro Street Off Adebola Ojomo Aguda,Surulere,Lagos,Newly Built,08034050731,3,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ayetooro-street-off-adebola-ojomo-aguda-surulere-lagos-7GRQE,29 May 2022
4 Bedroom Fully Detached Duplex,27000000,4,4,5,Shoreline Banana Island,Ikoyi,Lagos,Newly Built,07052101048,24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-shoreline-banana-island-ikoyi-lagos-4GPKW,15 May 2022
4 Bedroom Duplex,8000000,4,4,5,Opebi,Ikeja,Lagos,Newly Built,08131315389,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-opebi-ikeja-lagos-1GUCE,14 Jun 2022
5bedrooms Detached Duplex,25000000,5,5,5,Pinnock Beach Estate Osapa London,Lekki,Lagos,ServicedNewly Built,08086267650,2,https://www.propertypro.ng/property/5-bedroom-house-for-rent-pinnock-beach-estate-osapa-london-lekki-lagos-9GNHR,07 May 2022
Newly Built 5 Bedroom Semi Detached House,5500000,5,5,6,"Lekki Gardens, Kusenla Road, Ikate, (lekki 4th Round About On The Left Side) Ikate",Lekki,Lagos,ServicedNewly Built,09050857650,14,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-gardens-kusenla-road-ikate-lekki-4th-round-about-on-the-left-side-ikate-lekki-lagos-0GSND,04 Jun 2022
4 Bedroom Terrace Duplex,7500000,4,4,5,Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,08037388678,18,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-2GLAK,19 Apr 2022
Newly Built 4bedroom Duplex Terrace,4500000,4,4,5,Jahi Gilmore,Jahi,Abuja,ServicedNewly Built,08137377290,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jahi-gilmore-jahi-abuja-4GPRJ,17 May 2022
5 Bedroom Fully Detached Duplex,25000000,5,5,7,Katampe,Ext,Abuja,old,08033217920,19,https://www.propertypro.ng/property/5-bedroom-house-for-rent-katampe-ext-abuja-4GLXD,26 Apr 2022
4bedroom Terraced Duplex,4000000,4,4,5,Chevron Toll Gate Chevron,Lekki,Lagos,old,07016328119,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-toll-gate-chevron-lekki-lagos-6GNNK,09 May 2022
3 Bedroom Duplex,3000000,3,3,4,Ajah,Lekki,Lagos,old,08062345097,15,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ajah-lekki-lagos-9GSBR,01 Jun 2022
4 Bedroom Fully Detached Duplex,4500000,4,4,5,2nd Tollgate,Lekki,Lagos,old,09045982770,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-2nd-tollgate-lekki-lagos-1GMBH,27 Apr 2022
Descent 4 Bedroom Flat,900000,4,4,5,Tipper Garage Area Akala Express,Ibadan,Oyo,old,08163569554,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-tipper-garage-area-akala-express-ibadan-oyo-2GNHZ,08 May 2022
Neat 5bedroom Semi Detached Duplex,10000000,5,5,6,Phase1 Lekki Phase 1,Lekki,Lagos,old,09045982770,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-phase1-lekki-phase-1-lekki-lagos-3GLSQ,25 Apr 2022
4 Bedroom Semi Detached Duplex,3500000,5,4,3,Osapa London,Lekki,Lagos,old,08121377323,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-9GQCU,20 May 2022
4 Bedroom Terraced Duplex,4500000,4,4,5,Osapa London,Lekki,Lagos,old,08094163102,26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-6GRAU,25 May 2022
Newly Built 9units Of 3bedroom Flat,6000000,3,3,3,Ligali Ayorinde Victoria,Island,Lagos,old,08133194443,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ligali-ayorinde-victoria-island-lagos-9GQQY,23 May 2022
Newly Built 4 Bedroom Semi Detached Duplex With A Room Bq,6500000,4,4,5,Ikate,Lekki,Lagos,old,08037388678,19,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-7GLQJ,24 Apr 2022
Modern 6 Units Of 3 Bedroom Flat,21000000,4,3,4,Allen Avenue,Ikeja,Lagos,old,08133154602,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-allen-avenue-ikeja-lagos-5GRPZ,29 May 2022
3 Bedroom Duplex,4000000,3,3,4,Beachresort Estate Extreem Of Platinum Way Behind Nicon Town Jakande,Lekki,Lagos,old,07038092452,5,https://www.propertypro.ng/property/3-bedroom-house-for-rent-beachresort-estate-extreem-of-platinum-way-behind-nicon-town-jakande-lekki-lagos-7GQYV,25 May 2022
Newly Built 4 Bedroom Terraced Duplex,4000000,4,4,5,Thomas Estate,Ajah,Lagos,old,09045982770,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-thomas-estate-ajah-lagos-3GTUU,12 Jun 2022
Newly Built Of 3bedroom Flat,700000, , , ,Wisdom Estate Akobo Ojurin Olorunda Road,Ibadan,Oyo,old,09050518082,3,https://www.propertypro.ng/property/house-for-rent-wisdom-estate-akobo-ojurin-olorunda-road-ibadan-oyo-8GAXQ,10 Feb 2022
Luxury 3 Bedroom Bungalow Duplex,2500000,3,3,4,Olokonla,Ajah,Lagos,old,08062345097,13,https://www.propertypro.ng/property/3-bedroom-house-for-rent-olokonla-ajah-lagos-3GNJE,08 May 2022
2 Bedroom Flat,8000000,2,2,3,Ligali Ayorinde Victoria,Island,Lagos,old,08143129775,8,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ligali-ayorinde-victoria-island-lagos-5GPCZ,13 May 2022
Luxury 3 Bedroom Massionette,7000000,3,3,4,1004 Victoria,Island,Lagos,old,08164687732,26,https://www.propertypro.ng/property/3-bedroom-house-for-rent-1004-victoria-island-lagos-9GQWU,24 May 2022
Newly Built 2bedroom Flat,1200000,2,2,3,Idi Araba,Surulere,Lagos,old,08034050731,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-idi-araba-surulere-lagos-0GRCY,26 May 2022
Serviced New 4bedroom Semi Detached Duplex,5000000,4,4,5,Lifecamp District Life,Camp,Abuja,old,08106600637,18,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lifecamp-district-life-camp-abuja-3GLZH,27 Apr 2022
Newly Built Of 3bedroom Flat,550000, , , ,Celica Area Oluwo Egbeda Alakia,Ibadan,Oyo,old,09050518082,6,https://www.propertypro.ng/property/house-for-rent-celica-area-oluwo-egbeda-alakia-ibadan-oyo-1FZPX,01 Feb 2022
Newly Built 4 Bedroom Terrace House,3500000,4,4,5,Beginning Part Of Orchid Road Chevron,Lekki,Lagos,Newly Built,09075318146,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-beginning-part-of-orchid-road-chevron-lekki-lagos-2GTXF,13 Jun 2022
Furnished 4 Bedroom Duplex,6000000,4,4,5,Victoria Garden City Estate Vgc,Lekki,Lagos,Newly Built,08181251091,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-victoria-garden-city-estate-vgc-lekki-lagos-2GTVT,13 Jun 2022
Finished 5 Bedroom Detached Duplex,9000000,5,5,6,Ikate,Lekki,Lagos,Newly Built,08037388678,19,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikate-lekki-lagos-5GLWC,26 Apr 2022
Luxury 4 Bedroom Terrace Duplex,4000000,4,4,5,"Emerald Estate, Gudu",Apo,Abuja,old,08147562407,1,https://www.propertypro.ng/property/4-bedroom-house-for-rent-emerald-estate-gudu-apo-abuja-8GNTD,11 May 2022
3 Bedroom Flat,3000000,4,3,4,Chevron,Lekki,Lagos,old,09053588424,11,https://www.propertypro.ng/property/3-bedroom-house-for-rent-chevron-lekki-lagos-4GRHJ,27 May 2022
Well Finished 5 Bedroom Detached Duplex,14000000,5,5,6,unstated,Guzape,Abuja,Serviced,08147562407,1,https://www.propertypro.ng/property/5-bedroom-house-for-rent-guzape-abuja-3GPKC,14 May 2022
Brand New 4 Bedroom Terrace Duplex,7000000,5,4,5,Wuye,Wuye,Abuja,Serviced,08056267437,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-wuye-wuye-abuja-6GPNT,16 May 2022
Luxury 3 Bedroom Semi Detached Duplex,4500000,3,3,4,Lekki Phase 1,Lekki,Lagos,Serviced,08164687732,23,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-6GPLX,15 May 2022
3 Bedrooms Apartment,400000,3,3,3,Akilapa Estate,Ibadan,Oyo,old,07067980197,5,https://www.propertypro.ng/property/3-bedroom-house-for-rent-akilapa-estate-ibadan-oyo-3GTBS,08 Jun 2022
4 Bedrooms Semi Detached Duplex,3500000,5,4,5,"River Park Estate, Airport Road",Lugbe,Abuja,Newly Built,08067992859,1,https://www.propertypro.ng/property/4-bedroom-house-for-rent-river-park-estate-airport-road-lugbe-abuja-6GNGU,07 May 2022
3 Bedroom Apartment,4000000,3,3,4,Lekki Phase 1,Lekki,Lagos,Newly Built,08037939912,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-1GRAF,25 May 2022
Furnished 4bedroom Fully Detached Duplex In Thomas Estate For Rent 4million Basic Rent,4000000,5,4,5,Thomas Estate,Ajah,Lagos,Newly Built,09053588424,15,https://www.propertypro.ng/property/4-bedroom-house-for-rent-thomas-estate-ajah-lagos-2GNKQ,09 May 2022
